,Date,NIFTY,SBI,CRUDE,VIX,USDINR,NIFTY_return_1d,NIFTY_return_7d,NIFTY_return_30d,NIFTY_MA_50,NIFTY_MA_200,RSI,VIX_lag1,VIX_lag7,CRUDE_lag7,TARGET
210,2009-02-20,2736.449951171875,84.57247161865234,38.93999862670898,45.209999084472656,49.06800079345703,-0.01896504369559937,-0.06749021939959954,-0.1233401162993053,2873.857998046875,3819.44974609375,39.649885810888804,43.040000915527344,44.29999923706055,37.54999923706055,1
211,2009-02-24,2733.89990234375,83.25614166259766,39.959999084472656,45.20000076293945,49.77399826049805,-0.0009318821369390662,-0.06555697851083475,-0.12172325255103345,2872.77599609375,3810.249494628906,47.09018466602979,45.209999084472656,46.650001525878906,35.939998626708984,1
212,2009-02-25,2762.5,83.96898651123047,42.5,41.93999862670898,49.75199890136719,0.010461281933450195,-0.04512540281873323,-0.05406790426784647,2873.737998046875,3801.012744140625,48.13622361064097,45.20000076293945,45.650001525878906,33.97999954223633,1
213,2009-02-26,2785.64990234375,82.87138366699219,45.220001220703125,39.869998931884766,50.19200134277344,0.008380055147058751,-0.05518347208556962,-0.030403793127828038,2873.77099609375,3790.5534936523436,48.495058277401185,41.93999862670898,43.310001373291016,37.5099983215332,1
214,2009-02-27,2763.64990234375,83.05363464355469,44.7599983215332,40.61000061035156,50.650001525878906,-0.007897618427028408,-0.002472513140678534,-0.003407808942954116,2870.478994140625,3780.2274926757814,48.57909055873099,39.869998931884766,44.0,34.93000030517578,1
215,2009-03-02,2674.60009765625,80.55870819091797,40.150001525878906,43.36000061035156,51.54600143432617,-0.032221810950793794,-0.03657936648225191,-0.02562882921985199,2865.567998046875,3769.4492431640624,36.030511298636846,40.61000061035156,43.040000915527344,34.619998931884766,1
216,2009-03-03,2622.39990234375,78.92646026611328,41.650001525878906,44.43999862670898,51.88899993896485,-0.019517009424415588,-0.059852721769411366,-0.07508910620319353,2859.588994140625,3757.851242675781,24.28697070905804,43.36000061035156,43.040000915527344,39.47999954223633,1
217,2009-03-04,2645.199951171875,77.51700592041016,45.380001068115234,42.77000045776367,51.43199920654297,0.008694344751823513,-0.0333461242223424,-0.03343442892262227,2852.868994140625,3747.4047424316404,25.34516514954487,44.43999862670898,45.209999084472656,38.93999862670898,1
218,2009-03-05,2576.699951171875,75.6863021850586,43.61000061035156,41.560001373291016,51.69300079345703,-0.025895962976127063,-0.057500258527061976,-0.08900634776857042,2843.5679931640625,3736.5172412109373,23.004347996869683,42.77000045776367,45.20000076293945,39.959999084472656,1
219,2009-03-06,2620.14990234375,76.23307800292969,45.52000045776367,37.970001220703125,51.56399917602539,0.016862635151645877,-0.05152944711538465,-0.06309453949471644,2836.8839892578126,3725.759990234375,29.237677723445913,41.560001373291016,41.93999862670898,42.5,1
220,2009-03-09,2573.14990234375,72.52307891845703,47.06999969482422,41.02999877929688,51.7869987487793,-0.01793790498702308,-0.07628381435197928,-0.049147314376343676,2827.1319873046873,3715.390739746094,21.089538492100516,37.970001220703125,39.869998931884766,45.220001220703125,1
221,2009-03-12,2617.449951171875,73.81511688232422,47.02999877929688,38.47999954223633,51.62699890136719,0.017216272082622996,-0.052901038965857516,-0.03550375706487885,2817.930986328125,3704.6719885253906,35.150873452951984,41.02999877929688,40.61000061035156,44.7599983215332,1
222,2009-03-13,2719.25,77.20108795166016,46.25,35.56999969482422,51.48899841308594,0.03889283490694728,0.016694047974826765,0.015194769718669843,2811.5299853515626,3694.7199890136717,45.34751783243223,38.47999954223633,43.36000061035156,40.150001525878906,1
223,2009-03-16,2777.25,79.95523071289062,47.34999847412109,36.63999938964844,51.28900146484375,0.021329410683092798,0.05904900222039133,0.0021288910227328373,2807.7019873046875,3684.870989990234,49.07815844470253,35.56999969482422,44.43999862670898,41.650001525878906,1
224,2009-03-17,2757.449951171875,76.95806884765625,49.15999984741211,38.470001220703125,51.29499816894531,-0.007129372158835134,0.04243535538788712,-0.032303930102868916,2804.513984375,3674.993239746094,51.68485184680259,36.63999938964844,42.77000045776367,45.380001068115234,1
225,2009-03-18,2794.699951171875,77.78838348388672,48.13999938964844,38.18999862670898,51.22999954223633,0.013508858060748974,0.0846043404863086,-0.010357832293685587,2803.2629833984374,3665.077740478516,54.620765715969405,38.470001220703125,41.560001373291016,43.61000061035156,1
226,2009-03-19,2807.14990234375,78.46879577636719,51.61000061035156,35.97999954223633,50.31399917602539,0.004454843593014068,0.0713699623951769,-0.023532122351240248,2800.961982421875,3654.7152404785156,53.47876138245034,38.18999862670898,37.970001220703125,45.52000045776367,1
227,2009-03-20,2807.050048828125,77.33473205566406,51.060001373291016,35.97999954223633,50.5880012512207,-3.5571137665835195e-05,0.09090031881598781,0.014602551067321556,2797.5129833984374,3644.3139916992186,51.729444655995295,35.97999954223633,41.02999877929688,47.06999969482422,1
228,2009-03-23,2939.89990234375,82.91188049316406,53.79999923706055,37.630001068115234,50.30400085449219,0.04732721227079173,0.12319240374682572,0.056036497529478035,2797.1279833984377,3634.221491699219,62.079367225346324,35.97999954223633,38.47999954223633,47.02999877929688,1
229,2009-03-24,2938.699951171875,83.61661529541016,53.97999954223633,36.84999847412109,50.32799911499024,-0.0004081605536699895,0.08070238160223409,0.04839367830783514,2794.966982421875,3623.729991455078,70.57814193637734,37.630001068115234,35.56999969482422,46.25,1
230,2009-03-25,2984.35009765625,85.0503921508789,52.77000045776367,28.18000030517578,50.39699935913086,0.0155341297998699,0.07457020349491406,0.07348790318154297,2792.2249853515623,3613.405242919922,78.4932890626982,36.84999847412109,36.63999938964844,47.34999847412109,1
231,2009-03-26,3082.25,88.7401351928711,54.34000015258789,36.93000030517578,50.34600067138672,0.03280442948722251,0.11779000691928787,0.08411589255717611,2791.613984375,3603.702493896484,80.7673494585937,28.18000030517578,38.470001220703125,49.15999984741211,1
232,2009-03-27,3108.64990234375,91.07305145263672,52.380001068115234,37.13999938964844,50.92499923706055,0.008565139863330407,0.11233762359362731,0.06464262690939981,2795.378984375,3594.246492919922,89.80769462656495,36.93000030517578,38.18999862670898,48.13999938964844,1
233,2009-03-30,2978.14990234375,82.81468200683594,48.40999984741211,40.25,50.96900177001953,-0.041979638781970974,0.06091587765128903,0.01487473243951265,2797.481982421875,3583.578741455078,73.7023397034492,37.13999938964844,35.97999954223633,51.61000061035156,1
234,2009-03-31,3020.949951171875,86.43962097167969,49.65999984741211,39.47999954223633,50.78400039672852,0.014371354777824363,0.07620095781086911,0.03255631185345864,2802.4389794921876,3573.235241699219,79.81359483370963,40.25,35.97999954223633,51.060001373291016,1
235,2009-04-01,3060.35009765625,87.27801513671875,48.38999938964844,36.52999877929688,50.542999267578125,0.013042303620121487,0.04097084911512616,0.05782825945091852,2808.746982421875,3562.5594921875,79.68102355183612,39.47999954223633,37.630001068115234,53.79999923706055,1
236,2009-04-02,3211.050048828125,92.9159164428711,52.63999938964844,37.400001525878906,50.24100112915039,0.04924271614783149,0.09267706883366711,0.08910066392071436,2816.261982421875,3552.785242919922,80.93083017972134,36.52999877929688,36.84999847412109,53.97999954223633,1
237,2009-04-06,3256.60009765625,91.1095199584961,51.04999923706055,41.720001220703125,49.9119987487793,0.014185406062029005,0.09122589210086662,0.17545572916666674,2826.6599853515627,3542.9272424316405,80.62744983034476,37.400001525878906,28.18000030517578,52.77000045776367,1
